SampleID	Size	Description	99%	97%	RA	latitude	longitude	type	order
SRR1824397	48011	marine metagenome	14	14	0.0292%	44.670075	-125.098674	marine	O2
SRR3884095	18958	marine metagenome	0	14	0.0738%	12.1449215	-117.3253643	marine	O2
SRR3884354	14027	marine metagenome	0	14	0.0998%	12.2172665	-117.3254524	marine	O2
SRR5465794	53193	marine metagenome	14	14	0.0263%	2.666	66.441	marine	O2
SRR5465808	52123	marine metagenome	14	14	0.0269%	9.1	58.259	marine	O2
SRR6008398	172994	marine metagenome	14	14	0.0081%	37.79	-122.486	marine	O2
SRR6171929	27837	marine sediment metagenome	0	14	0.0503%	29.1227	-87.266217	marine	O2
SRR6171937	18893	marine sediment metagenome	0	14	0.0741%	28.6365	-87.8685	marine	O2
SRR6171976	26074	marine sediment metagenome	0	14	0.0537%	28.35916	-86.94426	marine	O2
SRR6172199	29701	marine sediment metagenome	0	14	0.0471%	29.1227	-87.266217	marine	O2
SRR6172200	28368	marine sediment metagenome	0	14	0.0494%	29.122783	-87.867733	marine	O2
SRR6173535	181632	marine sediment metagenome	14	14	0.0077%	29.1227	-87.266217	marine	O2
SRR6173550	146938	marine sediment metagenome	14	14	0.0095%	29.1227	-87.266217	marine	O2
SRR6173733	89349	marine sediment metagenome	14	14	0.0157%	29.1227	-87.266217	marine	O2
SRR6173802	77342	marine sediment metagenome	14	14	0.0181%	29.1227	-87.266217	marine	O2
SRR8361121	10902	marine sediment metagenome	0	14	0.1284%	26.73	-86.86	marine	O2
SRR8361268	10070	marine sediment metagenome	0	14	0.1390%	26.94	-86.83	marine	O2
SRR8589859	37317	marine sediment metagenome	14	14	0.0375%	22.783333	-56.516667	marine	O2
ERR1056326	83951	marine metagenome	0	13	0.0155%	missing	missing	marine	O2
ERR1716677	289420	marine sediment metagenome	0	13	0.0045%	79.0651	4.181	marine	O2
ERR1716694	62720	marine sediment metagenome	0	13	0.0207%	79.0651	4.181	marine	O2
SRR1647977	42291	marine sediment metagenome	13	13	0.0307%	40.8114953	-124.610823	marine	O2
SRR3883975	12881	marine metagenome	0	13	0.1009%	13.75002	-116.51332	marine	O2
SRR3884188	21494	marine metagenome	0	13	0.0605%	12.0998266	-117.1966567	marine	O2
SRR3884230	12157	marine metagenome	0	13	0.1069%	12.0092041	-117.3803185	marine	O2
SRR3884329	13299	marine metagenome	0	13	0.0978%	12.0094059	-117.178218	marine	O2
SRR5465798	17408	marine metagenome	13	13	0.0747%	1.717	66.901	marine	O2
SRR5465806	41801	marine metagenome	0	13	0.0311%	9.778	57.574	marine	O2
SRR6171953	18266	marine sediment metagenome	0	13	0.0712%	28.6365	-87.8685	marine	O2
SRR6172004	24670	marine sediment metagenome	0	13	0.0527%	28.220867	-89.0695	marine	O2
SRR6172069	17767	marine sediment metagenome	0	13	0.0732%	19.44414	-93.88871	marine	O2
SRR6172150	32016	marine sediment metagenome	0	13	0.0406%	28.9761	-87.8683	marine	O2
SRR6173719	57277	marine sediment metagenome	13	13	0.0227%	29.043	-87.2824	marine	O2
SRR6173778	140824	marine sediment metagenome	13	13	0.0092%	29.122783	-87.867733	marine	O2
SRR8361139	18950	marine sediment metagenome	0	13	0.0686%	27.84	-86	marine	O2
SRR8361139	18950	marine sediment metagenome	0	13	0.0686%	27.84	-86	marine	O2
SRR8361154	14621	marine sediment metagenome	0	13	0.0889%	28.3	-87.31	marine	O2
SRR8361202	12154	marine sediment metagenome	0	13	0.1070%	26.51	-87	marine	O2
SRR8361230	18932	marine sediment metagenome	0	13	0.0687%	28.12	-86.59	marine	O2
SRR8361281	118682	marine sediment metagenome	0	13	0.0110%	27.43	-86.01	marine	O2
SRR8361316	16683	marine sediment metagenome	0	13	0.0779%	26.55	-86.12	marine	O2
SRR8361325	8842	marine sediment metagenome	0	13	0.1470%	28.74	-87.41	marine	O2
SRR8490015	118128	marine sediment metagenome	13	13	0.0110%	41.460278	2.872075	marine	O2
DRR060140	58300	marine sediment metagenome	0	12	0.0206%	30.23	121.93	marine	O2
SRR1824391	51510	marine metagenome	12	12	0.0233%	8.92986633	-84.31302566	marine	O2
SRR3884088	16167	marine metagenome	0	12	0.0742%	12.2172665	-117.3254524	marine	O2
SRR3884123	23505	marine metagenome	0	12	0.0511%	12.4433002	-116.6411438	marine	O2
SRR3884241	8322	marine metagenome	0	12	0.1442%	12.0273601	-117.3252223	marine	O2
SRR3884295	18516	marine metagenome	0	12	0.0648%	12.579001	-116.6869871	marine	O2
SRR5465805	59494	marine metagenome	12	12	0.0202%	10.023	57.676	marine	O2
SRR5465815	22935	marine metagenome	12	12	0.0523%	5.717	61.462	marine	O2
SRR6171602	98780	marine sediment metagenome	12	12	0.0121%	29.25581	-87.73238	marine	O2
SRR6171692	77119	marine sediment metagenome	12	12	0.0156%	28.9761	-87.8683	marine	O2
SRR6172112	23333	marine sediment metagenome	0	12	0.0514%	28.35916	-86.94426	marine	O2
SRR6172170	28693	marine sediment metagenome	0	12	0.0418%	29.1227	-87.266217	marine	O2
SRR6172203	31431	marine sediment metagenome	0	12	0.0382%	28.220867	-89.0695	marine	O2
SRR6172218	20917	marine sediment metagenome	0	12	0.0574%	19.44414	-93.88871	marine	O2
SRR6172225	29778	marine sediment metagenome	0	12	0.0403%	28.220867	-89.0695	marine	O2
SRR6172228	29282	marine sediment metagenome	0	12	0.0410%	28.220867	-89.0695	marine	O2
SRR6172247	66464	marine sediment metagenome	12	12	0.0181%	29.122783	-87.867733	marine	O2
SRR6173607	101454	marine sediment metagenome	12	12	0.0118%	28.99	-88.0455	marine	O2
SRR6173668	81657	marine sediment metagenome	12	12	0.0147%	29.043	-87.2824	marine	O2
SRR6419773	123348	marine sediment metagenome	0	12	0.0097%	32.48	-119.56	marine	O2
SRR7035408	98395	marine metagenome	0	12	0.0122%	-31.86344	115.7076	marine	O2
SRR7596575	98794	marine metagenome	0	12	0.0121%	-31.86344	115.7076	marine	O2
SRR8361210	16214	marine sediment metagenome	0	12	0.0740%	28.01	-87.59	marine	O2
SRR8361267	50272	marine sediment metagenome	0	12	0.0239%	27.06	-86.83	marine	O2
SRR8361277	26760	marine sediment metagenome	0	12	0.0448%	26.42	-86.94	marine	O2
SRR8361277	26760	marine sediment metagenome	0	12	0.0448%	26.42	-86.94	marine	O2
ERR1716672	37141	marine sediment metagenome	0	11	0.0296%	79.0651	4.181	marine	O2
ERR1716678	219141	marine sediment metagenome	0	11	0.0050%	79.0651	4.181	marine	O2
SRR2827648	151446	marine sediment metagenome	0	11	0.0073%	-62.53536	-59.08836	marine	O2
SRR3883984	12269	marine metagenome	0	11	0.0897%	13.86335	-116.54667	marine	O2
SRR3883997	17833	marine metagenome	0	11	0.0617%	13.84653	-116.6265	marine	O2
SRR3884199	19764	marine metagenome	0	11	0.0557%	12.1359859	-117.2150647	marine	O2
SRR3884250	16916	marine metagenome	0	11	0.0650%	12.0273601	-117.3252223	marine	O2
SRR3884272	14462	marine metagenome	0	11	0.0761%	12.3709188	-116.6136465	marine	O2
SRR3884342	14429	marine metagenome	0	11	0.0762%	12.0817524	-117.1782657	marine	O2
SRR6171595	197869	marine sediment metagenome	11	11	0.0056%	29.25581	-87.73238	marine	O2
SRR6171643	82705	marine sediment metagenome	11	11	0.0133%	28.9761	-87.8683	marine	O2
SRR6171847	71166	marine sediment metagenome	11	11	0.0155%	28.99	-88.0455	marine	O2
SRR6171862	91147	marine sediment metagenome	11	11	0.0121%	28.9761	-87.8683	marine	O2
SRR6171873	114316	marine sediment metagenome	11	11	0.0096%	29.25581	-87.73238	marine	O2
SRR6171891	19846	marine sediment metagenome	0	11	0.0554%	28.9761	-87.8683	marine	O2
SRR6171898	23039	marine sediment metagenome	0	11	0.0477%	29.1227	-87.266217	marine	O2
SRR6172024	25213	marine sediment metagenome	0	11	0.0436%	19.44414	-93.88871	marine	O2
SRR6172087	11105	marine sediment metagenome	0	11	0.0991%	19.45996	-94.58494	marine	O2
SRR6172102	16634	marine sediment metagenome	0	11	0.0661%	22.41024	-91.77803	marine	O2
SRR6172241	15079	marine sediment metagenome	0	11	0.0729%	19.45996	-94.58494	marine	O2
SRR6172250	74839	marine sediment metagenome	11	11	0.0147%	29.122783	-87.867733	marine	O2
SRR6172266	30321	marine sediment metagenome	0	11	0.0363%	28.9761	-87.8683	marine	O2
SRR6173650	67613	marine sediment metagenome	0	11	0.0163%	29.043	-87.2824	marine	O2
SRR6173658	169822	marine sediment metagenome	11	11	0.0065%	28.99	-88.0455	marine	O2
SRR7034270	17058	marine metagenome	0	11	0.0645%	-19.154109	146.6426	marine	O2
SRR7034581	16962	marine metagenome	0	11	0.0649%	-19.154109	146.6426	marine	O2
SRR7182685	110182	marine metagenome	11	11	0.0100%	37.61	-68.41	marine	O2
SRR7182692	91705	marine metagenome	0	11	0.0120%	37.61	-68.41	marine	O2
SRR7598326	17139	marine metagenome	0	11	0.0642%	-19.154109	146.6426	marine	O2
SRR7598394	17026	marine metagenome	0	11	0.0646%	-19.154109	146.6426	marine	O2
SRR8361122	102503	marine sediment metagenome	0	11	0.0107%	26.62	-87.48	marine	O2
SRR8361217	20665	marine sediment metagenome	0	11	0.0532%	25.5	-84.82	marine	O2
SRR8490016	110637	marine sediment metagenome	11	11	0.0099%	41.460278	2.872075	marine	O2
SRR3884330	8175	marine metagenome	0	10	0.1223%	12.4162588	-116.7147842	marine	O2
SRR3884379	9072	marine metagenome	0	10	0.1102%	12.0817524	-117.1782657	marine	O2
SRR6171859	190711	marine sediment metagenome	10	10	0.0052%	28.9761	-87.8683	marine	O2
SRR6171878	115762	marine sediment metagenome	10	10	0.0086%	29.25581	-87.73238	marine	O2
SRR6171890	28813	marine sediment metagenome	0	10	0.0347%	29.1227	-87.266217	marine	O2
SRR6171935	19460	marine sediment metagenome	0	10	0.0514%	29.1227	-87.266217	marine	O2
SRR6171938	16931	marine sediment metagenome	0	10	0.0591%	29.1227	-87.266217	marine	O2
SRR6172016	29506	marine sediment metagenome	0	10	0.0339%	28.35916	-86.94426	marine	O2
SRR6172026	22627	marine sediment metagenome	0	10	0.0442%	22.41024	-91.77803	marine	O2
SRR6172047	18785	marine sediment metagenome	0	10	0.0532%	19.44414	-93.88871	marine	O2
SRR6172048	19171	marine sediment metagenome	0	10	0.0522%	19.44414	-93.88871	marine	O2
SRR6172061	18977	marine sediment metagenome	0	10	0.0527%	19.45996	-94.58494	marine	O2
SRR6172084	19798	marine sediment metagenome	0	10	0.0505%	19.45996	-94.58494	marine	O2
SRR6172118	18377	marine sediment metagenome	0	10	0.0544%	29.1227	-87.266217	marine	O2
SRR6172198	61766	marine sediment metagenome	10	10	0.0162%	29.122783	-87.867733	marine	O2
SRR6172283	72379	marine sediment metagenome	10	10	0.0138%	29.122783	-87.867733	marine	O2
SRR6173606	81385	marine sediment metagenome	10	10	0.0123%	28.99	-88.0455	marine	O2
SRR6173656	179465	marine sediment metagenome	10	10	0.0056%	28.99	-88.0455	marine	O2
SRR6173665	70512	marine sediment metagenome	10	10	0.0142%	29.043	-87.2824	marine	O2
SRR6173697	81380	marine sediment metagenome	10	10	0.0123%	29.043	-87.2824	marine	O2
SRR6401329	45623	marine metagenome	0	10	0.0219%	-18.574387	146.496432	marine	O2
SRR6401593	44414	marine metagenome	0	10	0.0225%	-19.154109	146.6426	marine	O2
SRR7034770	102953	marine metagenome	0	10	0.0097%	-33.847158	151.198286	marine	O2
SRR7034858	80101	marine metagenome	0	10	0.0125%	-34.069392	151.110958	marine	O2
SRR7035410	72845	marine metagenome	0	10	0.0137%	-31.86344	115.7076	marine	O2
SRR7596577	72675	marine metagenome	0	10	0.0138%	-31.86344	115.7076	marine	O2
SRR7596846	102899	marine metagenome	0	10	0.0097%	-33.847158	151.198286	marine	O2
SRR7596947	80166	marine metagenome	0	10	0.0125%	-34.069392	151.110958	marine	O2
SRR8361108	10897	marine sediment metagenome	0	10	0.0918%	27.71	-87.09	marine	O2
SRR8361228	257549	marine sediment metagenome	0	10	0.0039%	27.6	-85.08	marine	O2
DRR090718	148958	seawater metagenome	0	9	0.0060%	34.365442	133.215494	marine	O2
ERR1056320	57252	marine metagenome	0	9	0.0157%	missing	missing	marine	O2
ERR1056334	111074	marine metagenome	0	9	0.0081%	missing	missing	marine	O2
ERR1716668	16072	marine sediment metagenome	0	9	0.0560%	79.0651	4.181	marine	O2
SRR1824387	51023	marine metagenome	0	9	0.0176%	44.670075	-125.098674	marine	O2
SRR1824395	75205	marine metagenome	9	9	0.0120%	44.667744	-125.100926	marine	O2
SRR1824400	49815	marine metagenome	9	9	0.0181%	44.667645	-125.100712	marine	O2
SRR3884080	19203	marine metagenome	0	9	0.0469%	12.4162588	-116.7147842	marine	O2
SRR3884316	8312	marine metagenome	0	9	0.1083%	12.1811624	-117.2610625	marine	O2
SRR3884343	17627	marine metagenome	0	9	0.0511%	12.0817524	-117.1782657	marine	O2
SRR5465801	23716	marine metagenome	9	9	0.0379%	5.296	61.674	marine	O2
SRR6008382	151738	marine metagenome	9	9	0.0059%	37.79	-122.486	marine	O2
SRR6008396	143328	marine metagenome	9	9	0.0063%	37.79	-122.486	marine	O2
SRR6121843	25522	marine metagenome	0	9	0.0353%	18.75	119.75	marine	O2
SRR6171623	33475	marine sediment metagenome	9	9	0.0269%	28.9401	-87.5824	marine	O2
SRR6171640	225322	marine sediment metagenome	0	9	0.0040%	28.99	-88.0455	marine	O2
SRR6171834	98107	marine sediment metagenome	9	9	0.0092%	29.25581	-87.73238	marine	O2
SRR6171861	79799	marine sediment metagenome	9	9	0.0113%	28.9761	-87.8683	marine	O2
SRR6171865	148594	marine sediment metagenome	9	9	0.0061%	28.9761	-87.8683	marine	O2
SRR6172033	16981	marine sediment metagenome	0	9	0.0530%	19.44414	-93.88871	marine	O2
SRR6172049	19426	marine sediment metagenome	0	9	0.0463%	22.41024	-91.77803	marine	O2
SRR6172100	34854	marine sediment metagenome	0	9	0.0258%	28.220867	-89.0695	marine	O2
SRR6172110	34273	marine sediment metagenome	0	9	0.0263%	28.9761	-87.8683	marine	O2
SRR6173700	79491	marine sediment metagenome	9	9	0.0113%	29.043	-87.2824	marine	O2
SRR6173784	71441	marine sediment metagenome	9	9	0.0126%	28.99	-88.0455	marine	O2
SRR6419752	123591	marine sediment metagenome	0	9	0.0073%	33.04	-117.57	marine	O2
SRR8361113	10335	marine sediment metagenome	0	9	0.0871%	27.99	-87.81	marine	O2
SRR8361221	7456	marine sediment metagenome	0	9	0.1207%	28.07	-87.22	marine	O2
SRR8361273	8545	marine sediment metagenome	0	9	0.1053%	28.11	-86.87	marine	O2
SRR8361274	17124	marine sediment metagenome	0	9	0.0526%	26.27	-86.64	marine	O2
SRR8361274	17124	marine sediment metagenome	0	9	0.0526%	26.27	-86.64	marine	O2
SRR8361297	14357	marine sediment metagenome	0	9	0.0627%	28.32	-86.98	marine	O2
SRR8361301	8417	marine sediment metagenome	0	9	0.1069%	27.76	-86.65	marine	O2
SRR8361306	19066	marine sediment metagenome	0	9	0.0472%	27.8	-86.62	marine	O2
SRR1824370	53215	marine metagenome	8	8	0.0150%	44.667151	-125.10002	marine	O2
SRR1824381	39793	marine metagenome	8	8	0.0201%	44.451163	-125.027987	marine	O2
SRR2419528	441603	marine sediment metagenome	0	8	0.0018%	41.323048	6.33435499	marine	O2
SRR3884324	16056	marine metagenome	0	8	0.0498%	12.1811624	-117.2610625	marine	O2
SRR3884375	10272	marine metagenome	0	8	0.0779%	12.367	-116.517	marine	O2
SRR5178037	61834	marine metagenome	0	8	0.0129%	22.44	72.14	marine	O2
SRR6008362	257672	marine metagenome	0	8	0.0031%	36.625	-121.917	marine	O2
SRR6171614	179327	marine sediment metagenome	8	8	0.0045%	28.9761	-87.8683	marine	O2
SRR6171639	62191	marine sediment metagenome	8	8	0.0129%	28.99	-88.0455	marine	O2
SRR6171653	157931	marine sediment metagenome	8	8	0.0051%	28.9401	-87.5824	marine	O2
SRR6171889	20792	marine sediment metagenome	0	8	0.0385%	28.6365	-87.8685	marine	O2
SRR6171940	15000	marine sediment metagenome	0	8	0.0533%	29.1227	-87.266217	marine	O2
SRR6171960	23747	marine sediment metagenome	0	8	0.0337%	29.1227	-87.266217	marine	O2
SRR6171971	23759	marine sediment metagenome	0	8	0.0337%	28.49416	-89.77936	marine	O2
SRR6171983	24664	marine sediment metagenome	0	8	0.0324%	29.1227	-87.266217	marine	O2
SRR6172015	26274	marine sediment metagenome	0	8	0.0304%	28.736669	-88.387161	marine	O2
SRR6172083	27179	marine sediment metagenome	0	8	0.0294%	19.43068	-93.09497	marine	O2
SRR6172147	25872	marine sediment metagenome	0	8	0.0309%	28.220867	-89.0695	marine	O2
SRR6172155	29024	marine sediment metagenome	0	8	0.0276%	28.35916	-86.94426	marine	O2
SRR6172177	23765	marine sediment metagenome	0	8	0.0337%	29.122783	-87.867733	marine	O2
SRR6172269	24417	marine sediment metagenome	0	8	0.0328%	19.31427	-92.208	marine	O2
SRR6173657	166188	marine sediment metagenome	8	8	0.0048%	28.99	-88.0455	marine	O2
SRR6173664	59527	marine sediment metagenome	8	8	0.0134%	29.043	-87.2824	marine	O2
SRR6173745	134237	marine sediment metagenome	8	8	0.0060%	29.122783	-87.867733	marine	O2
SRR6173747	113417	marine sediment metagenome	8	8	0.0071%	29.122783	-87.867733	marine	O2
SRR6173748	74219	marine sediment metagenome	0	8	0.0108%	29.043	-87.2824	marine	O2
SRR6173787	84349	marine sediment metagenome	8	8	0.0095%	28.99	-88.0455	marine	O2
SRR6401575	46635	marine metagenome	0	8	0.0172%	-19.154109	146.6426	marine	O2
SRR6401677	41083	marine metagenome	0	8	0.0195%	-19.154109	146.6426	marine	O2
SRR6419753	111907	marine sediment metagenome	0	8	0.0071%	33.04	-117.57	marine	O2
SRR7034501	20560	marine metagenome	0	8	0.0389%	-19.154109	146.6426	marine	O2
SRR7034590	18344	marine metagenome	0	8	0.0436%	-19.154109	146.6426	marine	O2
SRR7035348	64265	marine metagenome	0	8	0.0124%	-31.86111	115.7542	marine	O2
SRR7035472	89529	marine metagenome	0	8	0.0089%	-31.86344	115.7076	marine	O2
SRR7035478	88637	marine metagenome	0	8	0.0090%	-31.86344	115.7076	marine	O2
SRR7595892	64376	marine metagenome	0	8	0.0124%	-31.86111	115.7542	marine	O2
SRR7596484	88693	marine metagenome	0	8	0.0090%	-31.86344	115.7076	marine	O2
SRR7596486	89499	marine metagenome	0	8	0.0089%	-31.86344	115.7076	marine	O2
SRR7598321	10718	marine metagenome	0	8	0.0746%	-19.154109	146.6426	marine	O2
SRR7598735	20656	marine metagenome	0	8	0.0387%	-19.154109	146.6426	marine	O2
SRR8361146	9378	marine sediment metagenome	0	8	0.0853%	26.47	-86.68	marine	O2
SRR8361148	17536	marine sediment metagenome	0	8	0.0456%	28.4	-89.8	marine	O2
SRR8361156	13107	marine sediment metagenome	0	8	0.0610%	28.8	-87.23	marine	O2
SRR8361201	20511	marine sediment metagenome	0	8	0.0390%	26.49	-87	marine	O2
SRR8361205	32150	marine sediment metagenome	0	8	0.0249%	26.26	-86.56	marine	O2
SRR8361249	19294	marine sediment metagenome	0	8	0.0415%	26.55	-87.3	marine	O2
SRR8361261	23245	marine sediment metagenome	0	8	0.0344%	26.27	-86.81	marine	O2
SRR8490010	89473	marine sediment metagenome	8	8	0.0089%	41.460278	2.872075	marine	O2
SRR8589869	46340	marine sediment metagenome	0	8	0.0173%	22.783333	-56.516667	marine	O2
DRR060142	56089	marine sediment metagenome	0	7	0.0125%	29.14	121.83	marine	O2
ERR1056332	53294	marine metagenome	0	7	0.0131%	missing	missing	marine	O2
ERR1716685	43912	marine sediment metagenome	0	7	0.0159%	79.0651	4.181	marine	O2
ERR1716688	88598	marine sediment metagenome	0	7	0.0079%	79.0651	4.181	marine	O2
SRR1980916	3679	marine metagenome	7	7	0.1903%	13.86	-116.55	marine	O2
SRR2546354	187351	marine sediment metagenome	0	7	0.0037%	24.85	-95.40999999	marine	O2
SRR3884115	20425	marine metagenome	0	7	0.0343%	12.367	-116.517	marine	O2
SRR3884138	19936	marine metagenome	0	7	0.0351%	12.367	-116.517	marine	O2
SRR3884259	4491	marine metagenome	0	7	0.1559%	12.58255	-116.6509667	marine	O2
SRR3884265	27052	marine metagenome	0	7	0.0259%	12.4068765	-116.4847942	marine	O2
SRR3884369	8834	marine metagenome	0	7	0.0792%	12.4948568	-116.650276	marine	O2
SRR6171642	64170	marine sediment metagenome	7	7	0.0109%	28.99	-88.0455	marine	O2
SRR6171866	179202	marine sediment metagenome	7	7	0.0039%	28.9761	-87.8683	marine	O2
SRR6171895	15376	marine sediment metagenome	0	7	0.0455%	29.1227	-87.266217	marine	O2
SRR6171901	18247	marine sediment metagenome	0	7	0.0384%	29.1227	-87.266217	marine	O2
SRR6171909	14870	marine sediment metagenome	0	7	0.0471%	28.220867	-89.0695	marine	O2
SRR6171914	16199	marine sediment metagenome	0	7	0.0432%	28.220867	-89.0695	marine	O2
SRR6171954	17476	marine sediment metagenome	0	7	0.0401%	28.49416	-89.77936	marine	O2
SRR6171965	25741	marine sediment metagenome	0	7	0.0272%	28.6365	-87.8685	marine	O2
SRR6172065	26873	marine sediment metagenome	0	7	0.0260%	28.220867	-89.0695	marine	O2
SRR6172077	19542	marine sediment metagenome	0	7	0.0358%	28.49416	-89.77936	marine	O2
SRR6172096	25259	marine sediment metagenome	0	7	0.0277%	29.122783	-87.867733	marine	O2
SRR6172151	24879	marine sediment metagenome	0	7	0.0281%	28.35916	-86.94426	marine	O2
SRR6172154	17804	marine sediment metagenome	0	7	0.0393%	29.122783	-87.867733	marine	O2
SRR6172162	23103	marine sediment metagenome	0	7	0.0303%	19.45996	-94.58494	marine	O2
SRR6172176	23940	marine sediment metagenome	0	7	0.0292%	28.35916	-86.94426	marine	O2
SRR6172180	34307	marine sediment metagenome	0	7	0.0204%	28.220867	-89.0695	marine	O2
SRR6172229	25774	marine sediment metagenome	0	7	0.0272%	29.122783	-87.867733	marine	O2
SRR6172232	21407	marine sediment metagenome	0	7	0.0327%	28.35916	-86.94426	marine	O2
